model,parameter,Estimate,Est.Error,Q2.5,Q97.5,prior_only_empty_cell,sparse_trophic
meancoldale,Predominant_simplePlantationforest:z_logMass,-1.5788185238587167e-4,0.0019649130480872586,-0.003955171305,0.003633329612499999,FALSE,FALSE
meancoldale,Predominant_simpleSecondary:z_logMass,-4.310761393665e-4,0.0018237361610045262,-0.0040070339025,0.0032123120499999987,FALSE,FALSE
meancoldale,Predominant_simpleCropland:Trophic.NicheFrugivore,0.081989577347251,0.10617288346606432,-0.12313553799999999,0.2886481694999998,FALSE,FALSE
meancoldale,Predominant_simplePasture:Trophic.NicheFrugivore,0.047521019223543834,0.057975584834149683,-0.068922925025,0.1623149547499999,FALSE,FALSE
meancoldale,Predominant_simplePlantationforest:Trophic.NicheFrugivore,-0.071148463218388,0.0577328724128389,-0.18536222425,0.04394911142499999,FALSE,FALSE
meancoldale,Predominant_simpleSecondary:Trophic.NicheFrugivore,0.020740269793852566,0.040520337956524585,-0.05863263365000001,0.10198103324999994,FALSE,FALSE
meancoldale,Predominant_simpleCropland:Trophic.NicheGranivore,0.017395279739908308,0.10594105822839349,-0.18711969475,0.22460879499999994,FALSE,FALSE
meancoldale,Predominant_simplePasture:Trophic.NicheGranivore,-0.004796587047136667,0.05551602939571961,-0.11332105875,0.10398519899999989,FALSE,FALSE
meancoldale,Predominant_simplePlantationforest:Trophic.NicheGranivore,-0.04275836990110167,0.0576904728366899,-0.15585412175,0.07098994232499994,FALSE,FALSE
meancoldale,Predominant_simpleSecondary:Trophic.NicheGranivore,0.0166819203511845,0.040867768124127984,-0.06483828507499999,0.09808529804999999,FALSE,FALSE
meancoldale,Predominant_simpleCropland:Trophic.NicheHerbivoreterrestrial,-0.0041906334116093335,0.5075936007678201,-1.0140543775,0.9766226034999999,FALSE,TRUE
meancoldale,Predominant_simplePasture:Trophic.NicheHerbivoreterrestrial,-6.920609110766661e-4,0.4979352932574934,-0.9760753934999999,0.9818324637499998,FALSE,TRUE
meancoldale,Predominant_simplePlantationforest:Trophic.NicheHerbivoreterrestrial,-0.009065183949166167,0.5017745267641138,-1.0016765374999999,0.9619012789999999,FALSE,TRUE
meancoldale,Predominant_simpleSecondary:Trophic.NicheHerbivoreterrestrial,-0.062073784399159,0.3576307150422627,-0.76299033975,0.6366109957499989,FALSE,TRUE
meancoldale,Predominant_simpleCropland:Trophic.NicheInvertivore,0.054469966428218,0.10591396783209821,-0.15214046025,0.262242249,FALSE,FALSE
meancoldale,Predominant_simplePasture:Trophic.NicheInvertivore,0.032890921362012264,0.055171512748652625,-0.077975701325,0.14034101974999996,FALSE,FALSE
meancoldale,Predominant_simplePlantationforest:Trophic.NicheInvertivore,-0.037200165242992835,0.057361877097121636,-0.14989511874999997,0.07516487222499982,FALSE,FALSE
